LTER_site,local_site,location,project_site,date,Order,Family,Genus,count
NWT,GL1,LAKE,GL1_3E,2018-06-28,Plecoptera,perlidae,claassenia,0
NWT,GL1,LAKE,GL1_4E,2018-06-28,Plecoptera,perlidae,claassenia,0
NWT,GL1,LAKE,GL1_5W,2018-06-28,Plecoptera,perlidae,claassenia,0
NWT,GL1,LAKE,GL1_6W,2018-06-28,Plecoptera,perlidae,claassenia,0
NWT,GL1,LAKE,GL1_7W,2018-06-28,Plecoptera,perlidae,claassenia,0
NWT,GL1,LAKE,GL1_1E,2018-06-28,Plecoptera,perlodidae,NaN,0
NWT,GL1,LAKE,GL1_2E,2018-06-28,Plecoptera,perlodidae,NaN,0
NWT,GL1,LAKE,GL1_3E,2018-06-28,Plecoptera,perlodidae,NaN,0
NWT,GL1,LAKE,GL1_4E,2018-06-28,Plecoptera,perlodidae,NaN,0
NWT,GL1,LAKE,GL1_5W,2018-06-28,Plecoptera,perlodidae,NaN,0
NWT,GL1,LAKE,GL1_6W,2018-06-28,Plecoptera,perlodidae,NaN,0
NWT,GL1,LAKE,GL1_7W,2018-06-28,Plecoptera,perlodidae,NaN,0
NWT,GL1,LAKE,GL1_1E,2018-06-28,Rhynchobdellida,glossiphoniidae,NaN,0
NWT,GL1,LAKE,GL1_2E,2018-06-28,Rhynchobdellida,glossiphoniidae,NaN,0
NWT,GL1,LAKE,GL1_3E,2018-06-28,Rhynchobdellida,glossiphoniidae,NaN,0
NWT,GL1,LAKE,GL1_4E,2018-06-28,Rhynchobdellida,glossiphoniidae,NaN,0
NWT,GL1,LAKE,GL1_5W,2018-06-28,Rhynchobdellida,glossiphoniidae,NaN,0
NWT,GL1,LAKE,GL1_6W,2018-06-28,Rhynchobdellida,glossiphoniidae,NaN,0
NWT,GL1,LAKE,GL1_7W,2018-06-28,Rhynchobdellida,glossiphoniidae,NaN,0
NWT,GL1,LAKE,GL1_1E,2018-06-28,Trichoptera,apataniidae,apatania,3
NWT,GL1,LAKE,GL1_2E,2018-06-28,Trichoptera,apataniidae,apatania,1
NWT,GL1,LAKE,GL1_3E,2018-06-28,Trichoptera,apataniidae,apatania,1
NWT,GL1,LAKE,GL1_4E,2018-06-28,Trichoptera,apataniidae,apatania,7
NWT,GL1,LAKE,GL1_5W,2018-06-28,Trichoptera,apataniidae,apatania,2
NWT,GL1,LAKE,GL1_6W,2018-06-28,Trichoptera,apataniidae,apatania,4
NWT,GL1,LAKE,GL1_7W,2018-06-28,Trichoptera,apataniidae,apatania,1
NWT,GL1,LAKE,GL1_1E,2018-06-28,Trichoptera,glossomatidae,NaN,0
NWT,GL1,LAKE,GL1_2E,2018-06-28,Trichoptera,glossomatidae,NaN,0
NWT,GL1,LAKE,GL1_3E,2018-06-28,Trichoptera,glossomatidae,NaN,0
NWT,GL1,LAKE,GL1_4E,2018-06-28,Trichoptera,glossomatidae,NaN,0
NWT,GL1,LAKE,GL1_5W,2018-06-28,Trichoptera,glossomatidae,NaN,0
NWT,GL1,LAKE,GL1_6W,2018-06-28,Trichoptera,glossomatidae,NaN,0
NWT,GL1,LAKE,GL1_7W,2018-06-28,Trichoptera,glossomatidae,NaN,0
NWT,GL1,LAKE,GL1_1E,2018-06-28,Trichoptera,leptoceridae,NaN,0
NWT,GL1,LAKE,GL1_2E,2018-06-28,Trichoptera,leptoceridae,NaN,13
NWT,GL1,LAKE,GL1_3E,2018-06-28,Trichoptera,leptoceridae,NaN,0
NWT,GL1,LAKE,GL1_4E,2018-06-28,Trichoptera,leptoceridae,NaN,0
NWT,GL1,LAKE,GL1_5W,2018-06-28,Trichoptera,leptoceridae,NaN,0
NWT,GL1,LAKE,GL1_6W,2018-06-28,Trichoptera,leptoceridae,NaN,0
NWT,GL1,LAKE,GL1_7W,2018-06-28,Trichoptera,leptoceridae,NaN,1
NWT,GL1,LAKE,GL1_1E,2018-06-28,Trichoptera,rhyacophilidae,rhyacophila,0
NWT,GL1,LAKE,GL1_2E,2018-06-28,Trichoptera,rhyacophilidae,rhyacophila,0
NWT,GL1,LAKE,GL1_3E,2018-06-28,Trichoptera,rhyacophilidae,rhyacophila,0
NWT,GL1,LAKE,GL1_4E,2018-06-28,Trichoptera,rhyacophilidae,rhyacophila,0
NWT,GL1,LAKE,GL1_5W,2018-06-28,Trichoptera,rhyacophilidae,rhyacophila,0
NWT,GL1,LAKE,GL1_6W,2018-06-28,Trichoptera,rhyacophilidae,rhyacophila,0
NWT,GL1,LAKE,GL1_7W,2018-06-28,Trichoptera,rhyacophilidae,rhyacophila,0
NWT,GL4,LAKE,GL4_1E,2018-07-03,Amphipoda,gammaridae,NaN,0
NWT,GL4,LAKE,GL4_2E,2018-07-03,Amphipoda,gammaridae,NaN,0
NWT,GL4,INLET,GL4_3IN,2018-07-03,Amphipoda,gammaridae,NaN,0
NWT,GL4,LAKE,GL4_4W,2018-07-03,Amphipoda,gammaridae,NaN,0
NWT,GL4,LAKE,GL4_5W,2018-07-03,Amphipoda,gammaridae,NaN,0
NWT,GL4,OUTLET,GL4_6OUT,2018-07-03,Amphipoda,gammaridae,NaN,0
NWT,GL4,LAKE,GL4_1E,2018-07-03,Coleoptera,dytiscidae,NaN,0
NWT,GL4,LAKE,GL4_2E,2018-07-03,Coleoptera,dytiscidae,NaN,0
NWT,GL4,INLET,GL4_3IN,2018-07-03,Coleoptera,dytiscidae,NaN,0
NWT,GL4,LAKE,GL4_4W,2018-07-03,Coleoptera,dytiscidae,NaN,0
NWT,GL4,LAKE,GL4_5W,2018-07-03,Coleoptera,dytiscidae,NaN,0
NWT,GL4,OUTLET,GL4_6OUT,2018-07-03,Coleoptera,dytiscidae,NaN,0
NWT,GL4,LAKE,GL4_1E,2018-07-03,Diptera,chironomidae,NaN,0
NWT,GL4,LAKE,GL4_2E,2018-07-03,Diptera,chironomidae,NaN,0
NWT,GL4,INLET,GL4_3IN,2018-07-03,Diptera,chironomidae,NaN,3
NWT,GL4,LAKE,GL4_4W,2018-07-03,Diptera,chironomidae,NaN,0
NWT,GL4,LAKE,GL4_5W,2018-07-03,Diptera,chironomidae,NaN,0
NWT,GL4,OUTLET,GL4_6OUT,2018-07-03,Diptera,chironomidae,NaN,0
NWT,GL4,LAKE,GL4_1E,2018-07-03,Diptera,simuliidae,NaN,0
NWT,GL4,LAKE,GL4_2E,2018-07-03,Diptera,simuliidae,NaN,0
NWT,GL4,INLET,GL4_3IN,2018-07-03,Diptera,simuliidae,NaN,0
NWT,GL4,LAKE,GL4_4W,2018-07-03,Diptera,simuliidae,NaN,0
NWT,GL4,LAKE,GL4_5W,2018-07-03,Diptera,simuliidae,NaN,0
NWT,GL4,OUTLET,GL4_6OUT,2018-07-03,Diptera,simuliidae,NaN,0
NWT,GL4,LAKE,GL4_1E,2018-07-03,Ephemeroptera,ameletidae,ameletus,1
NWT,GL4,LAKE,GL4_2E,2018-07-03,Ephemeroptera,ameletidae,ameletus,2
NWT,GL4,INLET,GL4_3IN,2018-07-03,Ephemeroptera,ameletidae,ameletus,2
NWT,GL4,LAKE,GL4_4W,2018-07-03,Ephemeroptera,ameletidae,ameletus,0
NWT,GL4,LAKE,GL4_5W,2018-07-03,Ephemeroptera,ameletidae,ameletus,0
NWT,GL4,OUTLET,GL4_6OUT,2018-07-03,Ephemeroptera,ameletidae,ameletus,0
NWT,GL4,LAKE,GL4_1E,2018-07-03,Ephemeroptera,baetidae,NaN,0
NWT,GL4,LAKE,GL4_2E,2018-07-03,Ephemeroptera,baetidae,NaN,0
NWT,GL4,INLET,GL4_3IN,2018-07-03,Ephemeroptera,baetidae,NaN,0
NWT,GL4,LAKE,GL4_4W,2018-07-03,Ephemeroptera,baetidae,NaN,0
NWT,GL4,LAKE,GL4_5W,2018-07-03,Ephemeroptera,baetidae,NaN,0
NWT,GL4,OUTLET,GL4_6OUT,2018-07-03,Ephemeroptera,baetidae,NaN,50
NWT,GL4,LAKE,GL4_1E,2018-07-03,Ephemeroptera,siphlonuridae,NaN,0
NWT,GL4,LAKE,GL4_2E,2018-07-03,Ephemeroptera,siphlonuridae,NaN,0
NWT,GL4,INLET,GL4_3IN,2018-07-03,Ephemeroptera,siphlonuridae,NaN,0
NWT,GL4,LAKE,GL4_4W,2018-07-03,Ephemeroptera,siphlonuridae,NaN,0
NWT,GL4,LAKE,GL4_5W,2018-07-03,Ephemeroptera,siphlonuridae,NaN,0
NWT,GL4,OUTLET,GL4_6OUT,2018-07-03,Ephemeroptera,siphlonuridae,NaN,0
NWT,GL4,LAKE,GL4_1E,2018-07-03,Plecoptera,chloroperlidae,NaN,0
NWT,GL4,LAKE,GL4_2E,2018-07-03,Plecoptera,chloroperlidae,NaN,0
NWT,GL4,INLET,GL4_3IN,2018-07-03,Plecoptera,chloroperlidae,NaN,0
NWT,GL4,LAKE,GL4_4W,2018-07-03,Plecoptera,chloroperlidae,NaN,0
NWT,GL4,LAKE,GL4_5W,2018-07-03,Plecoptera,chloroperlidae,NaN,0
NWT,GL4,OUTLET,GL4_6OUT,2018-07-03,Plecoptera,chloroperlidae,NaN,0
NWT,GL4,LAKE,GL4_1E,2018-07-03,Plecoptera,perlidae,claassenia,0
NWT,GL4,LAKE,GL4_2E,2018-07-03,Plecoptera,perlidae,claassenia,0
NWT,GL4,INLET,GL4_3IN,2018-07-03,Plecoptera,perlidae,claassenia,0
NWT,GL4,LAKE,GL4_4W,2018-07-03,Plecoptera,perlidae,claassenia,0
NWT,GL4,LAKE,GL4_5W,2018-07-03,Plecoptera,perlidae,claassenia,0
NWT,GL4,OUTLET,GL4_6OUT,2018-07-03,Plecoptera,perlidae,claassenia,0
NWT,GL4,LAKE,GL4_1E,2018-07-03,Plecoptera,perlodidae,NaN,0
NWT,GL4,LAKE,GL4_2E,2018-07-03,Plecoptera,perlodidae,NaN,0
NWT,GL4,INLET,GL4_3IN,2018-07-03,Plecoptera,perlodidae,NaN,0
NWT,GL4,LAKE,GL4_4W,2018-07-03,Plecoptera,perlodidae,NaN,0
NWT,GL4,LAKE,GL4_5W,2018-07-03,Plecoptera,perlodidae,NaN,0
NWT,GL4,OUTLET,GL4_6OUT,2018-07-03,Plecoptera,perlodidae,NaN,0
NWT,GL4,LAKE,GL4_1E,2018-07-03,Rhynchobdellida,glossiphoniidae,NaN,0
NWT,GL4,LAKE,GL4_2E,2018-07-03,Rhynchobdellida,glossiphoniidae,NaN,0
NWT,GL4,INLET,GL4_3IN,2018-07-03,Rhynchobdellida,glossiphoniidae,NaN,0
NWT,GL4,LAKE,GL4_4W,2018-07-03,Rhynchobdellida,glossiphoniidae,NaN,0
NWT,GL4,LAKE,GL4_5W,2018-07-03,Rhynchobdellida,glossiphoniidae,NaN,0
NWT,GL4,OUTLET,GL4_6OUT,2018-07-03,Rhynchobdellida,glossiphoniidae,NaN,0
NWT,GL4,LAKE,GL4_1E,2018-07-03,Trichoptera,apataniidae,apatania,4
NWT,GL4,LAKE,GL4_2E,2018-07-03,Trichoptera,apataniidae,apatania,0
NWT,GL4,INLET,GL4_3IN,2018-07-03,Trichoptera,apataniidae,apatania,1
NWT,GL4,LAKE,GL4_4W,2018-07-03,Trichoptera,apataniidae,apatania,3
NWT,GL4,LAKE,GL4_5W,2018-07-03,Trichoptera,apataniidae,apatania,0
NWT,GL4,OUTLET,GL4_6OUT,2018-07-03,Trichoptera,apataniidae,apatania,0
NWT,GL4,LAKE,GL4_1E,2018-07-03,Trichoptera,glossomatidae,NaN,0
NWT,GL4,LAKE,GL4_2E,2018-07-03,Trichoptera,glossomatidae,NaN,0
NWT,GL4,INLET,GL4_3IN,2018-07-03,Trichoptera,glossomatidae,NaN,0
NWT,GL4,LAKE,GL4_4W,2018-07-03,Trichoptera,glossomatidae,NaN,0
NWT,GL4,LAKE,GL4_5W,2018-07-03,Trichoptera,glossomatidae,NaN,0
NWT,GL4,OUTLET,GL4_6OUT,2018-07-03,Trichoptera,glossomatidae,NaN,0
NWT,GL4,LAKE,GL4_1E,2018-07-03,Trichoptera,leptoceridae,NaN,0
NWT,GL4,LAKE,GL4_2E,2018-07-03,Trichoptera,leptoceridae,NaN,0
NWT,GL4,INLET,GL4_3IN,2018-07-03,Trichoptera,leptoceridae,NaN,0
NWT,GL4,LAKE,GL4_4W,2018-07-03,Trichoptera,leptoceridae,NaN,1
NWT,GL4,LAKE,GL4_5W,2018-07-03,Trichoptera,leptoceridae,NaN,0
NWT,GL4,OUTLET,GL4_6OUT,2018-07-03,Trichoptera,leptoceridae,NaN,0
NWT,GL4,LAKE,GL4_1E,2018-07-03,Trichoptera,rhyacophilidae,rhyacophila,0
NWT,GL4,LAKE,GL4_2E,2018-07-03,Trichoptera,rhyacophilidae,rhyacophila,0
NWT,GL4,INLET,GL4_3IN,2018-07-03,Trichoptera,rhyacophilidae,rhyacophila,0
NWT,GL4,LAKE,GL4_4W,2018-07-03,Trichoptera,rhyacophilidae,rhyacophila,0
NWT,GL4,LAKE,GL4_5W,2018-07-03,Trichoptera,rhyacophilidae,rhyacophila,0
NWT,GL4,OUTLET,GL4_6OUT,2018-07-03,Trichoptera,rhyacophilidae,rhyacophila,0
NWT,ALB,LAKE,ALB_1W,2018-07-05,Amphipoda,gammaridae,NaN,0
NWT,ALB,LAKE,ALB_2W,2018-07-05,Amphipoda,gammaridae,NaN,0
NWT,ALB,LAKE,ALB_3E,2018-07-05,Amphipoda,gammaridae,NaN,0
NWT,ALB,LAKE,ALB_4E,2018-07-05,Amphipoda,gammaridae,NaN,0
NWT,ALB,INLET,ALB_5IN,2018-07-05,Amphipoda,gammaridae,NaN,0
NWT,ALB,LAKE,ALB_1W,2018-07-05,Coleoptera,dytiscidae,NaN,0
NWT,ALB,LAKE,ALB_2W,2018-07-05,Coleoptera,dytiscidae,NaN,0
NWT,ALB,LAKE,ALB_3E,2018-07-05,Coleoptera,dytiscidae,NaN,0
NWT,ALB,LAKE,ALB_4E,2018-07-05,Coleoptera,dytiscidae,NaN,0
NWT,ALB,INLET,ALB_5IN,2018-07-05,Coleoptera,dytiscidae,NaN,0
NWT,ALB,LAKE,ALB_1W,2018-07-05,Diptera,chironomidae,NaN,1
NWT,ALB,LAKE,ALB_2W,2018-07-05,Diptera,chironomidae,NaN,0
NWT,ALB,LAKE,ALB_3E,2018-07-05,Diptera,chironomidae,NaN,0
NWT,ALB,LAKE,ALB_4E,2018-07-05,Diptera,chironomidae,NaN,0
NWT,ALB,INLET,ALB_5IN,2018-07-05,Diptera,chironomidae,NaN,4
NWT,ALB,LAKE,ALB_1W,2018-07-05,Diptera,simuliidae,NaN,0
NWT,ALB,LAKE,ALB_2W,2018-07-05,Diptera,simuliidae,NaN,0
NWT,ALB,LAKE,ALB_3E,2018-07-05,Diptera,simuliidae,NaN,0
NWT,ALB,LAKE,ALB_4E,2018-07-05,Diptera,simuliidae,NaN,0
NWT,ALB,INLET,ALB_5IN,2018-07-05,Diptera,simuliidae,NaN,0
NWT,ALB,LAKE,ALB_1W,2018-07-05,Ephemeroptera,ameletidae,ameletus,0
NWT,ALB,LAKE,ALB_2W,2018-07-05,Ephemeroptera,ameletidae,ameletus,0
NWT,ALB,LAKE,ALB_3E,2018-07-05,Ephemeroptera,ameletidae,ameletus,0
NWT,ALB,LAKE,ALB_4E,2018-07-05,Ephemeroptera,ameletidae,ameletus,0
NWT,ALB,INLET,ALB_5IN,2018-07-05,Ephemeroptera,ameletidae,ameletus,0
NWT,ALB,LAKE,ALB_1W,2018-07-05,Ephemeroptera,baetidae,NaN,0
NWT,ALB,LAKE,ALB_2W,2018-07-05,Ephemeroptera,baetidae,NaN,0
NWT,ALB,LAKE,ALB_3E,2018-07-05,Ephemeroptera,baetidae,NaN,0
NWT,ALB,LAKE,ALB_4E,2018-07-05,Ephemeroptera,baetidae,NaN,0
NWT,ALB,INLET,ALB_5IN,2018-07-05,Ephemeroptera,baetidae,NaN,11
NWT,ALB,LAKE,ALB_1W,2018-07-05,Ephemeroptera,siphlonuridae,NaN,0
NWT,ALB,LAKE,ALB_2W,2018-07-05,Ephemeroptera,siphlonuridae,NaN,0
NWT,ALB,LAKE,ALB_3E,2018-07-05,Ephemeroptera,siphlonuridae,NaN,0
NWT,ALB,LAKE,ALB_4E,2018-07-05,Ephemeroptera,siphlonuridae,NaN,0
NWT,ALB,INLET,ALB_5IN,2018-07-05,Ephemeroptera,siphlonuridae,NaN,0
NWT,ALB,LAKE,ALB_1W,2018-07-05,Plecoptera,chloroperlidae,NaN,0
NWT,ALB,LAKE,ALB_2W,2018-07-05,Plecoptera,chloroperlidae,NaN,0
NWT,ALB,LAKE,ALB_3E,2018-07-05,Plecoptera,chloroperlidae,NaN,0
NWT,ALB,LAKE,ALB_4E,2018-07-05,Plecoptera,chloroperlidae,NaN,0
NWT,ALB,INLET,ALB_5IN,2018-07-05,Plecoptera,chloroperlidae,NaN,0
NWT,ALB,LAKE,ALB_1W,2018-07-05,Plecoptera,perlidae,claassenia,0
NWT,ALB,LAKE,ALB_2W,2018-07-05,Plecoptera,perlidae,claassenia,0
NWT,ALB,LAKE,ALB_3E,2018-07-05,Plecoptera,perlidae,claassenia,0
NWT,ALB,LAKE,ALB_4E,2018-07-05,Plecoptera,perlidae,claassenia,0
NWT,ALB,INLET,ALB_5IN,2018-07-05,Plecoptera,perlidae,claassenia,0
NWT,ALB,LAKE,ALB_1W,2018-07-05,Plecoptera,perlodidae,NaN,0
NWT,ALB,LAKE,ALB_2W,2018-07-05,Plecoptera,perlodidae,NaN,0
NWT,ALB,LAKE,ALB_3E,2018-07-05,Plecoptera,perlodidae,NaN,0
NWT,ALB,LAKE,ALB_4E,2018-07-05,Plecoptera,perlodidae,NaN,0
NWT,ALB,INLET,ALB_5IN,2018-07-05,Plecoptera,perlodidae,NaN,0
NWT,ALB,LAKE,ALB_1W,2018-07-05,Rhynchobdellida,glossiphoniidae,NaN,0
NWT,ALB,LAKE,ALB_2W,2018-07-05,Rhynchobdellida,glossiphoniidae,NaN,0
NWT,ALB,LAKE,ALB_3E,2018-07-05,Rhynchobdellida,glossiphoniidae,NaN,0
NWT,ALB,LAKE,ALB_4E,2018-07-05,Rhynchobdellida,glossiphoniidae,NaN,0
NWT,ALB,INLET,ALB_5IN,2018-07-05,Rhynchobdellida,glossiphoniidae,NaN,0
NWT,ALB,LAKE,ALB_1W,2018-07-05,Trichoptera,apataniidae,apatania,0
NWT,ALB,LAKE,ALB_2W,2018-07-05,Trichoptera,apataniidae,apatania,0
NWT,ALB,LAKE,ALB_3E,2018-07-05,Trichoptera,apataniidae,apatania,0
NWT,ALB,LAKE,ALB_4E,2018-07-05,Trichoptera,apataniidae,apatania,0
NWT,ALB,INLET,ALB_5IN,2018-07-05,Trichoptera,apataniidae,apatania,0
NWT,ALB,LAKE,ALB_1W,2018-07-05,Trichoptera,glossomatidae,NaN,0
NWT,ALB,LAKE,ALB_2W,2018-07-05,Trichoptera,glossomatidae,NaN,0
NWT,ALB,LAKE,ALB_3E,2018-07-05,Trichoptera,glossomatidae,NaN,0
NWT,ALB,LAKE,ALB_4E,2018-07-05,Trichoptera,glossomatidae,NaN,0
NWT,ALB,INLET,ALB_5IN,2018-07-05,Trichoptera,glossomatidae,NaN,0
NWT,ALB,LAKE,ALB_1W,2018-07-05,Trichoptera,leptoceridae,NaN,0
NWT,ALB,LAKE,ALB_2W,2018-07-05,Trichoptera,leptoceridae,NaN,0
NWT,ALB,LAKE,ALB_3E,2018-07-05,Trichoptera,leptoceridae,NaN,0
NWT,ALB,LAKE,ALB_4E,2018-07-05,Trichoptera,leptoceridae,NaN,0
NWT,ALB,INLET,ALB_5IN,2018-07-05,Trichoptera,leptoceridae,NaN,3
NWT,ALB,LAKE,ALB_1W,2018-07-05,Trichoptera,rhyacophilidae,rhyacophila,0
NWT,ALB,LAKE,ALB_2W,2018-07-05,Trichoptera,rhyacophilidae,rhyacophila,0
NWT,ALB,LAKE,ALB_3E,2018-07-05,Trichoptera,rhyacophilidae,rhyacophila,0
NWT,ALB,LAKE,ALB_4E,2018-07-05,Trichoptera,rhyacophilidae,rhyacophila,0
NWT,ALB,INLET,ALB_5IN,2018-07-05,Trichoptera,rhyacophilidae,rhyacophila,0
NWT,GL1,LAKE,GL1_2E,2018-07-12,Amphipoda,gammaridae,NaN,0
NWT,GL1,LAKE,GL1_3E,2018-07-12,Amphipoda,gammaridae,NaN,0
NWT,GL1,LAKE,GL1_5W,2018-07-12,Amphipoda,gammaridae,NaN,1
NWT,GL1,LAKE,GL1_7W,2018-07-12,Amphipoda,gammaridae,NaN,0
NWT,GL1,LAKE,GL1_2E,2018-07-12,Coleoptera,dytiscidae,NaN,0
NWT,GL1,LAKE,GL1_3E,2018-07-12,Coleoptera,dytiscidae,NaN,0
NWT,GL1,LAKE,GL1_5W,2018-07-12,Coleoptera,dytiscidae,NaN,0
NWT,GL1,LAKE,GL1_7W,2018-07-12,Coleoptera,dytiscidae,NaN,0
NWT,GL1,LAKE,GL1_2E,2018-07-12,Diptera,chironomidae,NaN,47
NWT,GL1,LAKE,GL1_3E,2018-07-12,Diptera,chironomidae,NaN,21
NWT,GL1,LAKE,GL1_5W,2018-07-12,Diptera,chironomidae,NaN,28
NWT,GL1,LAKE,GL1_7W,2018-07-12,Diptera,chironomidae,NaN,0
NWT,GL1,LAKE,GL1_2E,2018-07-12,Diptera,simuliidae,NaN,0
NWT,GL1,LAKE,GL1_3E,2018-07-12,Diptera,simuliidae,NaN,0
NWT,GL1,LAKE,GL1_5W,2018-07-12,Diptera,simuliidae,NaN,0
NWT,GL1,LAKE,GL1_7W,2018-07-12,Diptera,simuliidae,NaN,0
NWT,GL1,LAKE,GL1_2E,2018-07-12,Ephemeroptera,ameletidae,ameletus,0
NWT,GL1,LAKE,GL1_3E,2018-07-12,Ephemeroptera,ameletidae,ameletus,0
NWT,GL1,LAKE,GL1_5W,2018-07-12,Ephemeroptera,ameletidae,ameletus,0
NWT,GL1,LAKE,GL1_7W,2018-07-12,Ephemeroptera,ameletidae,ameletus,0
NWT,GL1,LAKE,GL1_2E,2018-07-12,Ephemeroptera,baetidae,NaN,0
NWT,GL1,LAKE,GL1_3E,2018-07-12,Ephemeroptera,baetidae,NaN,0
NWT,GL1,LAKE,GL1_5W,2018-07-12,Ephemeroptera,baetidae,NaN,0
